Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0502.c1.txt,1309.9,1220.45,434.5,408.95,15,0,5
0238.c1.txt,1096.32,1166.8,391.54,297.57,20,0,3
0165.c1.txt,1747.26,816.74,581.06,284.44,27,0,3
0140.c1.txt,1574.87,934.31,473.28,403.92,39,0,5
0200.c1.txt,1186.27,1024.73,651.19,509.84,18,0,7
0501.c1.txt,1235.33,1035.2,462.39,427.88,14,0,6
0219.c1.txt,1390.55,978.04,565.54,485.7,26,0,7
